welcome.started,welcome.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,space.started,space.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.started,key_resp_9.stopped,space_8.started,space_8.stopped,text_1.started,text_1.stopped,space_2.started,space_2.stopped,text_2.started,text_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
59.02739689100417,None,space,1.646558548003668,59.02739689100417,None,,,,,,,,,,,,,,,,,,,,001,2020_Oct_07_1532,Simcolourproject_2stim_asymm_v1,2020.1.2,59.80436639738055,
,,,,,,59.02739689100417,None,space,4.17776556298486,60.7442867430218,None,,,,,,,,,,,,,,001,2020_Oct_07_1532,Simcolourproject_2stim_asymm_v1,2020.1.2,59.80436639738055,
,,,,,,,,,,,,60.7442867430218,None,64.96403017401462,None,64.96403017401462,None,64.96403017401462,None,space,0.9099306559946854,64.96403017401462,None,,001,2020_Oct_07_1532,Simcolourproject_2stim_asymm_v1,2020.1.2,59.80436639738055,
