welcome.started,welcome.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,space.started,space.stopped,participant,session,date,expName,psychopyVersion,frameRate,
69.4176157900074,None,space,2.8350957939983346,69.4176157900074,None,,,,001,2020_Oct_09_1135,Simcolourproject_2stim_asymm_v1,2020.1.2,59.996588720950236,
,,,,,,69.4176157900074,None,,,,,,,
