key_resp_13.keys,key_resp_13.rt,key_resp_13.started,key_resp_13.stopped,space_12.started,space_12.stopped,instr_only_6.started,instr_only_6.stopped,text_15.started,text_15.stopped,polygon_3.started,polygon_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
space,14.512151335016824,63.42915309101227,None,,,,,,,,,,001,2020_Oct_08_1523,Simcolourproject_2stim_asymm_v1,2020.1.2,60.27886365507868,
,,,,63.42915309101227,None,61.46257758399588,None,61.46257758399588,None,61.46257758399588,None,,,,,,,
