welcome.started,welcome.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,space.started,space.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.started,key_resp_9.stopped,space_8.started,space_8.stopped,participant,session,date,expName,psychopyVersion,frameRate,
53.567554515000666,None,space,0.7715000879834406,53.567554515000666,None,,,,,,,,,,001,2020_Oct_07_1531,Simcolourproject_2stim_asymm_v1,2020.1.2,59.911033784325106,
,,,,,,53.567554515000666,None,space,4.413115842995467,54.41417626000475,None,,,,001,2020_Oct_07_1531,Simcolourproject_2stim_asymm_v1,2020.1.2,59.911033784325106,
,,,,,,,,,,,,54.41417626000475,None,,,,,,,
