welcome.started,welcome.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,space.started,space.stopped,participant,session,date,expName,psychopyVersion,frameRate,
54.36948924299213,None,space,1.5114279970002826,54.36948924299213,None,,,,001,2020_Oct_07_1512,Simcolourproject_2stim_asymm_v1,2020.1.2,60.033517663512036,
,,,,,,54.36948924299213,None,,,,,,,
