welcome.started,welcome.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,space.started,space.stopped,participant,session,date,expName,psychopyVersion,frameRate,
60.22353142299107,None,space,1.4734786930202972,60.22353142299107,None,,,,001,2020_Oct_07_1048,Simcolourproject_2stim_asymm_v1,2020.1.2,59.95907637630472,
,,,,,,60.22353142299107,None,,,,,,,
