welcome.started,welcome.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,space.started,space.stopped,text_1.started,text_1.stopped,space_2.started,space_2.stopped,text_2.started,text_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text_37.started,text_37.stopped,X Scale,ratio_pxpermm,screen_size_x,screen_size_y,ccimage.started,ccimage.stopped,text_44.started,text_44.stopped,participant,session,date,expName,psychopyVersion,frameRate,
62.8220093928976,None,space,1.7440770709654316,64.78763916390017,None,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Oct_21_1418,Simcolourproject_2stim_asymm_v1,2020.1.2,59.73558529590848,
,,,,,,64.78763916390017,None,66.57432792289183,None,68.52237506094389,None,66.57432792289183,None,space,2.537582746008411,68.52237506094389,None,,,,,,,,,,,,001,2020_Oct_21_1418,Simcolourproject_2stim_asymm_v1,2020.1.2,59.73558529590848,
,,,,,,,,,,,,,,,,,,71.10746344691142,None,57.9,5.790000000000001,442.1416234887737,276.3385146804835,71.10746344691142,None,71.10746344691142,None,,,,,,,
