response1disk.started,response1disk.stopped,response2disk.started,response2disk.stopped,response3disk.started,response3disk.stopped,response4disk.started,response4disk.stopped,response5disk.started,response5disk.stopped,response6disk.started,response6disk.stopped,response7disk.started,response7disk.stopped,response8disk.started,response8disk.stopped,key_resp_18.keys,key_resp_18.rt,key_resp_18.started,key_resp_18.stopped,participant,session,date,expName,psychopyVersion,frameRate,
60.47364991399809,None,60.47364991399809,None,60.47364991399809,None,60.47364991399809,None,60.47364991399809,None,60.47364991399809,None,60.47364991399809,None,60.47364991399809,None,space,60.46608084300533,60.47364991399809,None,,001,2020_Oct_09_1515,Simcolourproject_2stim_asymm_v1,2020.1.2,59.87680538928392,
