welcome.started,welcome.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,space.started,space.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.started,key_resp_9.stopped,space_8.started,space_8.stopped,intructioncircle_1.started,intructioncircle_1.stopped,participant,session,date,expName,psychopyVersion,frameRate,
54.68851119300234,None,space,1.9293508290138561,54.68851119300234,None,,,,,,,,,,,,001,2020_Oct_08_1124,Simcolourproject_2stim_asymm_v1,2020.1.2,59.92300983543766,
,,,,,,54.68851119300234,None,space,6.888434421009151,56.65534231098718,None,,,,,,001,2020_Oct_08_1124,Simcolourproject_2stim_asymm_v1,2020.1.2,59.92300983543766,
,,,,,,,,,,,,56.65534231098718,None,56.65534231098718,None,,,,,,,
