movie_2.started,movie_2.stopped,key_resp_15.keys,key_resp_15.rt,key_resp_15.started,key_resp_15.stopped,participant,session,date,expName,psychopyVersion,frameRate,
89.30785665797885,None,space,14.033408270013751,89.30785665797885,None,,001,2020_Oct_09_0903,Simcolourproject_2stim_asymm_v1,2020.1.2,59.923618834513235,
