welcome.started,welcome.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,space.started,space.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.started,key_resp_9.stopped,space_8.started,space_8.stopped,intructioncircle_1.started,intructioncircle_1.stopped,instructioncircle_2.started,instructioncircle_2.stopped,instructioncircle_3.started,instructioncircle_3.stopped,instructioncircle_4.started,instructioncircle_4.stopped,instructioncircle_5.started,instructioncircle_5.stopped,insturctioncircle_6.started,insturctioncircle_6.stopped,instructioncircle_7.started,instructioncircle_7.stopped,instructioncircle_8.started,instructioncircle_8.stopped,instructioncircle_9.started,instructioncircle_9.stopped,participant,session,date,expName,psychopyVersion,frameRate,
61.384583364997525,None,space,1.1877004230045713,61.384583364997525,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Oct_08_1201,Simcolourproject_2stim_asymm_v1,2020.1.2,60.24348936061194,
,,,,,,61.384583364997525,None,space,12.157673068984877,62.61980030001723,None,,,,,,,,,,,,,,,,,,,,,,001,2020_Oct_08_1201,Simcolourproject_2stim_asymm_v1,2020.1.2,60.24348936061194,
,,,,,,,,,,,,62.61980030001723,None,62.61980030001723,None,62.61980030001723,None,62.61980030001723,None,62.61980030001723,None,62.61980030001723,None,62.61980030001723,None,62.61980030001723,None,62.61980030001723,None,62.61980030001723,None,,,,,,,
