welcome.started,welcome.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,space.started,space.stopped,participant,session,date,expName,psychopyVersion,frameRate,
61.01717489800649,None,space,2.6833580090024043,61.01717489800649,None,,,,001,2020_Oct_08_1133,Simcolourproject_2stim_asymm_v1,2020.1.2,60.07249633431374,
,,,,,,61.01717489800649,None,,,,,,,
