welcome.started,welcome.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
213.04282524700102,None,space,7.02675723900029,214.94528243999957,None,,001,2020_Oct_29_1240,Simcolourproject_2stim_asymm_good,2020.1.2,59.563346112550086,
