red_ball1.started,red_ball1.stopped,key_resp_16.keys,key_resp_16.rt,key_resp_16.started,key_resp_16.stopped,black_square3.started,black_square3.stopped,text_19.started,text_19.stopped,text_20.started,text_20.stopped,red_ball12.started,red_ball12.stopped,text_21.started,text_21.stopped,text_22.started,text_22.stopped,participant,session,date,expName,psychopyVersion,frameRate,
65.69659406199935,69.86200557200937,space,12.981889610004146,65.69659406199935,None,,,,,,,,,,,,,,001,2020_Oct_09_1013,Simcolourproject_2stim_asymm_v1,2020.1.2,59.944505051671385,
,,,,,,65.69659406199935,None,65.69659406199935,69.86200557200937,69.86200557200937,71.02970819699112,71.02970819699112,None,71.02970819699112,None,69.86200557200937,71.02970819699112,,,,,,,
