red_ball1.started,red_ball1.stopped,key_resp_16.keys,key_resp_16.rt,key_resp_16.started,key_resp_16.stopped,space_16.started,space_16.stopped,participant,session,date,expName,psychopyVersion,frameRate,
62.10654372200952,None,space,5.674151630984852,62.10654372200952,None,,,,001,2020_Oct_09_0936,Simcolourproject_2stim_asymm_v1,2020.1.2,60.10409127240722,
,,,,,,64.08886633001384,None,,,,,,,
