red_ball1.started,red_ball1.stopped,key_resp_16.keys,key_resp_16.started,key_resp_16.stopped,black_square3.started,black_square3.stopped,text_19.started,text_19.stopped,text_20.started,text_20.stopped,red_ball12.started,red_ball12.stopped,text_21.started,text_21.stopped,text_22.started,text_22.stopped,red_ball13.started,red_ball13.stopped,participant,session,date,expName,psychopyVersion,frameRate,
79.12973214001977,83.29508519399678,None,79.12973214001977,None,,,,,,,,,,,,,,,,001,2020_Oct_09_1036,Simcolourproject_2stim_asymm_v1,2020.1.2,59.85222904459138,
,,,,,79.12973214001977,None,79.12973214001977,83.29508519399678,83.29508519399678,84.46230252701207,84.46230252701207,87.46348032401875,84.46230252701207,None,83.29508519399678,84.46230252701207,87.46348032401875,None,,,,,,,
