red_ball1.started,red_ball1.stopped,key_resp_16.keys,key_resp_16.rt,key_resp_16.started,key_resp_16.stopped,black_square3.started,black_square3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
62.67293220301508,67.67604138600291,space,7.751394495018758,62.67293220301508,None,,,,001,2020_Oct_09_0958,Simcolourproject_2stim_asymm_v1,2020.1.2,60.00303087465947,
,,,,,,62.67293220301508,None,,,,,,,
