welcome.started,welcome.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,space.started,space.stopped,text_1.started,text_1.stopped,space_2.started,space_2.stopped,text_2.started,text_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
62.64526458398905,None,space,1.1443597380130086,62.64526458398905,None,,,,,,,,,,,,,,001,2020_Oct_07_1152,Simcolourproject_2stim_asymm_v1,2020.1.2,59.84141068398489,
,,,,,,62.64526458398905,None,63.83042103398475,None,63.83042103398475,None,63.83042103398475,None,space,0.7591803619870916,63.83042103398475,None,,001,2020_Oct_07_1152,Simcolourproject_2stim_asymm_v1,2020.1.2,59.84141068398489,
