key_resp_12.keys,key_resp_12.rt,key_resp_12.started,key_resp_12.stopped,space_11.started,space_11.stopped,instr_only_5.started,instr_only_5.stopped,text_13.started,text_13.stopped,center_cross_3.started,center_cross_3.stopped,polygon_2.started,polygon_2.stopped,text_14.started,text_14.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.started,key_resp_11.stopped,space_8.started,space_8.stopped,instr_only_4.started,instr_only_4.stopped,text_11.started,text_11.stopped,center_cross_2.started,center_cross_2.stopped,polygon.started,polygon.stopped,text_12.started,text_12.stopped,red_ball.started,red_ball.stopped,participant,session,date,expName,psychopyVersion,frameRate,
space,0.9298943030007649,72.31767726599355,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Oct_08_1516,Simcolourproject_2stim_asymm_v1,2020.1.2,59.98816865081757,
,,,,72.31767726599355,None,70.35311615499086,None,70.35311615499086,None,70.35311615499086,None,70.35311615499086,None,70.35311615499086,None,space,22.225801977998344,75.25294033499085,None,,,,,,,,,,,,,,,,001,2020_Oct_08_1516,Simcolourproject_2stim_asymm_v1,2020.1.2,59.98816865081757,
,,,,,,,,,,,,,,,,,,,,75.25294033499085,None,73.27067010098835,None,73.27067010098835,None,73.27067010098835,None,73.27067010098835,None,73.27067010098835,None,73.27067010098835,None,,,,,,,
