welcome.started,welcome.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,space.started,space.stopped,text_1.started,text_1.stopped,space_2.started,space_2.stopped,text_2.started,text_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
60.376115304999985,None,space,1.7578326270158868,60.376115304999985,None,,,,,,,,,,,,,,001,2020_Oct_07_1051,Simcolourproject_2stim_asymm_v1,2020.1.2,60.04463382290243,
,,,,,,60.376115304999985,None,62.175677799008554,None,62.175677799008554,None,62.175677799008554,None,space,6.102318741002819,62.175677799008554,None,,001,2020_Oct_07_1051,Simcolourproject_2stim_asymm_v1,2020.1.2,60.04463382290243,
