welcome.started,welcome.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
60.71265978500014,None,space,11.82580701902043,60.71265978500014,None,,001,2020_Oct_07_1037,Simcolourproject_2stim_asymm_v1,2020.1.2,59.47740299158244,
