movie_2.started,movie_2.stopped,key_resp_15.keys,key_resp_15.rt,key_resp_15.started,key_resp_15.stopped,space_14.started,space_14.stopped,text_17.started,text_17.stopped,participant,session,date,expName,psychopyVersion,frameRate,
64.10095720901154,None,space,43.76836761197774,66.05575241701445,None,,,,,,001,2020_Oct_09_0910,Simcolourproject_2stim_asymm_v1,2020.1.2,59.371302667387255,
,,,,,,66.05575241701445,None,64.10095720901154,None,,,,,,,
