response1disk.started,response1disk.stopped,response2disk.started,response2disk.stopped,response3disk.started,response3disk.stopped,response4disk.started,response4disk.stopped,response5disk.started,response5disk.stopped,response6disk.started,response6disk.stopped,response7disk.started,response7disk.stopped,response8disk.started,response8disk.stopped,key_resp_18.keys,key_resp_18.rt,key_resp_18.started,key_resp_18.stopped,participant,session,date,expName,psychopyVersion,frameRate,
75.57132732699392,None,75.57132732699392,None,75.57132732699392,None,75.57132732699392,None,75.57132732699392,None,75.57132732699392,None,75.57132732699392,None,75.57132732699392,None,space,20.232317557005445,75.57132732699392,None,,001,2020_Oct_09_1502,Simcolourproject_2stim_asymm_v1,2020.1.2,59.91062174208263,
