Colour_1,Colour_2,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Circle_1.started,Circle_1.stopped,centre_cross4.started,centre_cross4.stopped,response1disk.started,response1disk.stopped,response2disk.started,response2disk.stopped,response3disk.started,response3disk.stopped,response4disk.started,response4disk.stopped,response5disk.started,response5disk.stopped,response6disk.started,response6disk.stopped,response7disk.started,response7disk.stopped,response8disk.started,response8disk.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,mouse.started,mouse.stopped,Circle_2.started,Circle_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
"(255,0,170)","(255,0,170)",0,0,0,6,70.3570441500051,70.60743484500563,70.3570441500051,None,70.85690179700032,None,70.85690179700032,None,70.85690179700032,None,70.85690179700032,None,70.85690179700032,None,70.85690179700032,None,70.85690179700032,None,70.85690179700032,None,-0.08,-0.12125,1,0,0,response5disk,0.015064842300489545,None,70.85690179700032,None,,001,2020_Oct_09_1633,Simcolourproject_2stim_asymm_v1,2020.1.2,60.225483005167476,
"(0,255,169)","(0,255,169)",0,1,1,3,73.04103551601293,73.29182046302594,73.04103551601293,None,73.54240285902051,None,73.54240285902051,None,73.54240285902051,None,73.54240285902051,None,73.54240285902051,None,73.54240285902051,None,73.54240285902051,None,73.54240285902051,None,0.055,-0.1025,1,0,0,response3disk,0.014852213265839964,None,73.54240285902051,None,,001,2020_Oct_09_1633,Simcolourproject_2stim_asymm_v1,2020.1.2,60.225483005167476,
"(255,0,0)","(255,0,0)",0,2,2,0,74.42570145102218,74.67605814500712,74.42570145102218,None,74.92572438402567,None,74.92572438402567,None,74.92572438402567,None,74.92572438402567,None,74.92572438402567,None,74.92572438402567,None,74.92572438402567,None,74.92572438402567,None,0.11875,0.05,1,0,0,response1disk,0.015549086296232417,None,74.92572438402567,None,,001,2020_Oct_09_1633,Simcolourproject_2stim_asymm_v1,2020.1.2,60.225483005167476,
"(255,170,0)","(255,170,0)",0,3,3,1,75.8596242100175,76.10951948000002,75.8596242100175,None,76.35874005799997,None,76.35874005799997,None,76.35874005799997,None,76.35874005799997,None,76.35874005799997,None,76.35874005799997,None,76.35874005799997,None,76.35874005799997,None,0.0525,0.1025,1,0,0,response1disk,0.015384371305117384,None,76.35874005799997,None,,001,2020_Oct_09_1633,Simcolourproject_2stim_asymm_v1,2020.1.2,60.225483005167476,
"(170,0,255)","(170,0,255)",0,4,4,5,77.11051290400792,77.37638814400998,77.11051290400792,None,77.61032253300073,None,77.61032253300073,None,77.61032253300073,None,77.61032253300073,None,77.61032253300073,None,77.61032253300073,None,77.61032253300073,None,77.61032253300073,None,0.10625,-0.0575,1,0,0,response3disk,0.0156675532925874,None,77.61032253300073,None,,001,2020_Oct_09_1633,Simcolourproject_2stim_asymm_v1,2020.1.2,60.225483005167476,
"(0,255,0)","(0,255,0)",0,5,5,2,78.34399567902437,78.59414944102173,78.34399567902437,None,78.84439103200566,None,78.84439103200566,None,78.84439103200566,None,78.84439103200566,None,78.84439103200566,None,78.84439103200566,None,78.84439103200566,None,78.84439103200566,None,0.05625,-0.1275,1,0,0,response3disk,0.015583340311422944,None,78.84439103200566,None,,001,2020_Oct_09_1633,Simcolourproject_2stim_asymm_v1,2020.1.2,60.225483005167476,
"(0,0,255)","(0,0,255)",0,6,6,4,79.66134178900393,79.91157999201096,79.66134178900393,None,80.16181355301524,None,80.16181355301524,None,80.16181355301524,None,80.16181355301524,None,80.16181355301524,None,80.16181355301524,None,80.16181355301524,None,80.16181355301524,None,-0.0525,0.08,1,0,0,response7disk,0.015477536275284365,None,80.16181355301524,None,,001,2020_Oct_09_1633,Simcolourproject_2stim_asymm_v1,2020.1.2,60.225483005167476,
,,,,,,81.02877109800465,81.2780535450147,81.02877109800465,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
