movie_2.started,movie_2.stopped,key_resp_15.keys,key_resp_15.rt,key_resp_15.started,key_resp_15.stopped,participant,session,date,expName,psychopyVersion,frameRate,
64.11775145799038,65.11739243200282,space,8.40917595900828,64.11775145799038,None,,001,2020_Oct_09_0901,Simcolourproject_2stim_asymm_v1,2020.1.2,60.012014398957824,
