trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Colour_1,Colour_2,Circle_1.started,Circle_1.stopped,centre_cross4.started,centre_cross4.stopped,response1disk.started,response1disk.stopped,response2disk.started,response2disk.stopped,response3disk.started,response3disk.stopped,response4disk.started,response4disk.stopped,response5disk.started,response5disk.stopped,response6disk.started,response6disk.stopped,response7disk.started,response7disk.stopped,response8disk.started,response8disk.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,mouse.started,mouse.stopped,Circle_2.started,Circle_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,66.3823073169915,66.63237194699468,66.3823073169915,None,66.89836040898808,None,66.89836040898808,None,66.89836040898808,None,66.89836040898808,None,66.89836040898808,None,66.89836040898808,None,66.89836040898808,None,66.89836040898808,None,-0.12875,0.045,1,0,0,response7disk,0.015206041920464486,None,66.89836040898808,None,,,,,,,
