red_ball1.started,red_ball1.stopped,key_resp_16.keys,key_resp_16.rt,key_resp_16.started,key_resp_16.stopped,space_16.started,space_16.stopped,participant,session,date,expName,psychopyVersion,frameRate,
73.86686614301289,None,space,7.7738311709836125,73.86686614301289,None,,,,001,2020_Oct_09_0934,Simcolourproject_2stim_asymm_v1,2020.1.2,60.187487265174,
,,,,,,75.84967659402173,None,,,,,,,
