red_ball1.started,red_ball1.stopped,key_resp_16.keys,key_resp_16.rt,key_resp_16.started,key_resp_16.stopped,black_square3.started,black_square3.stopped,text_19.started,text_19.stopped,text_20.started,text_20.stopped,red_ball12.started,red_ball12.stopped,text_21.started,text_21.stopped,participant,session,date,expName,psychopyVersion,frameRate,
64.39305156300543,69.07772914899397,space,11.124722101987572,64.39305156300543,None,,,,,,,,,,,,001,2020_Oct_09_1007,Simcolourproject_2stim_asymm_v1,2020.1.2,59.7033289075587,
,,,,,,64.39305156300543,None,64.39305156300543,69.07772914899397,69.07772914899397,69.74509278600453,69.74509278600453,None,69.74509278600453,None,,,,,,,
