trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Colour_1,Colour_2,Ecc,Circle_1.started,Circle_1.stopped,centre_cross4.started,centre_cross4.stopped,response1disk.started,response1disk.stopped,response2disk.started,response2disk.stopped,response3disk.started,response3disk.stopped,response4disk.started,response4disk.stopped,response5disk.started,response5disk.stopped,response6disk.started,response6disk.stopped,response7disk.started,response7disk.stopped,response8disk.started,response8disk.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,mouse.started,mouse.stopped,Circle_2.started,Circle_2.stopped,text_23.started,text_23.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,68.61229117400944,68.87795502701192,68.61229117400944,None,69.1102678120078,None,69.1102678120078,None,69.1102678120078,None,69.1102678120078,None,69.1102678120078,None,69.1102678120078,None,69.1102678120078,None,69.1102678120078,None,0.07125,-0.1125,1,0,0,response3disk,0.014735917997313663,None,69.1102678120078,None,69.1102678120078,None,,,,,,,
