trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Colour_1,Colour_2,Ecc,Circle_1.started,Circle_1.stopped,centre_cross4.started,centre_cross4.stopped,response1disk.started,response1disk.stopped,response2disk.started,response2disk.stopped,response3disk.started,response3disk.stopped,response4disk.started,response4disk.stopped,response5disk.started,response5disk.stopped,response6disk.started,response6disk.stopped,response7disk.started,response7disk.stopped,response8disk.started,response8disk.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,mouse.started,mouse.stopped,Circle_2.started,Circle_2.stopped,text_23.started,text_23.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,73.91542575298809,74.17788193799788,73.91542575298809,None,74.39362446198356,None,74.39362446198356,None,74.39362446198356,None,74.39362446198356,None,74.39362446198356,None,74.39362446198356,None,74.39362446198356,None,74.39362446198356,None,0.05,-0.1175,1,0,0,response3disk,0.01519184879725799,None,74.39362446198356,None,74.39362446198356,None,,,,,,,
