welcome.started,welcome.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,space.started,space.stopped,participant,session,date,expName,psychopyVersion,frameRate,
52.80360791098792,None,space,2.2185917489987332,52.80360791098792,None,,,,001,2020_Oct_07_1529,Simcolourproject_2stim_asymm_v1,2020.1.2,60.06471010686166,
,,,,,,52.80360791098792,None,,,,,,,
