welcome.started,welcome.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,space.started,space.stopped,participant,session,date,expName,psychopyVersion,frameRate,
60.52402777998941,None,space,1.1800598870031536,60.52402777998941,None,,,,001,2020_Oct_07_1523,Simcolourproject_2stim_asymm_v1,2020.1.2,59.8497433891795,
,,,,,,60.52402777998941,None,,,,,,,
