red_ball1.started,red_ball1.stopped,key_resp_16.keys,key_resp_16.rt,key_resp_16.started,key_resp_16.stopped,space_16.started,space_16.stopped,participant,session,date,expName,psychopyVersion,frameRate,
64.77009602598264,None,space,11.630980779998936,64.77009602598264,None,,,,001,2020_Oct_09_0932,Simcolourproject_2stim_asymm_v1,2020.1.2,59.84383977000818,
,,,,,,66.73348275999888,None,,,,,,,
