trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Colour_1,Circle_1.started,Circle_1.stopped,centre_cross4.started,centre_cross4.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,79.48007289200905,None,79.48007289200905,None,,,,,,,
