red_ball1.started,red_ball1.stopped,key_resp_16.keys,key_resp_16.rt,key_resp_16.started,key_resp_16.stopped,space_16.started,space_16.stopped,participant,session,date,expName,psychopyVersion,frameRate,
63.13545893901028,None,space,4.65383591799764,63.13545893901028,None,,,,001,2020_Oct_09_0939,Simcolourproject_2stim_asymm_v1,2020.1.2,59.99102462138692,
,,,,,,65.11938940000255,None,,,,,,,
