stim1.started,stim1.stopped,key_resp_14.keys,key_resp_14.rt,key_resp_14.started,key_resp_14.stopped,space_13.started,space_13.stopped,text_16.started,text_16.stopped,participant,session,date,expName,psychopyVersion,frameRate,
72.693631549977,None,space,9.160276695998618,2.0065486350504216,None,,,,,,001,2020_Oct_09_0850,Simcolourproject_2stim_asymm_v1,2020.1.2,60.06137347911694,
,,,,,,74.65529047200107,None,72.693631549977,None,,,,,,,
