welcome.started,welcome.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,space.started,space.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.started,key_resp_9.stopped,space_8.started,space_8.stopped,intructioncircle_1.started,intructioncircle_1.stopped,instructioncircle_2.started,instructioncircle_2.stopped,instructioncircle_3.started,instructioncircle_3.stopped,instructioncircle_4.started,instructioncircle_4.stopped,instructioncircle_5.started,instructioncircle_5.stopped,insturctioncircle_6.started,insturctioncircle_6.stopped,instructioncircle_7.started,instructioncircle_7.stopped,instructioncircle_8.started,instructioncircle_8.stopped,instructioncircle_9.started,instructioncircle_9.stopped,space_9.started,space_9.stopped,text_9.started,text_9.stopped,participant,session,date,expName,psychopyVersion,frameRate,
87.39389321501949,None,space,1.183571807021508,87.39389321501949,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Oct_08_1247,Simcolourproject_2stim_asymm_v1,2020.1.2,60.07152162481478,
,,,,,,87.39389321501949,None,space,6.32080731599126,90.5766553110152,None,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Oct_08_1247,Simcolourproject_2stim_asymm_v1,2020.1.2,60.07152162481478,
,,,,,,,,,,,,88.64303393202135,None,88.64303393202135,None,88.64303393202135,None,88.64303393202135,None,88.64303393202135,None,88.64303393202135,None,88.64303393202135,None,88.64303393202135,None,88.64303393202135,None,88.64303393202135,None,90.5766553110152,None,88.64303393202135,89.64335483900504,,,,,,,
