welcome.started,welcome.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
61.68417749198852,None,space,11.147889764979482,61.68417749198852,None,,001,2020_Oct_07_1033,Simcolourproject_2stim_asymm_v1,2020.1.2,60.10873622325572,
