Colour_1,Colour_2,Ecc,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Circle_1.started,Circle_1.stopped,centre_cross4.started,centre_cross4.stopped,response1disk.started,response1disk.stopped,response2disk.started,response2disk.stopped,response3disk.started,response3disk.stopped,response4disk.started,response4disk.stopped,response5disk.started,response5disk.stopped,response6disk.started,response6disk.stopped,response7disk.started,response7disk.stopped,response8disk.started,response8disk.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,mouse.started,mouse.stopped,Circle_2.started,Circle_2.stopped,text_23.started,text_23.stopped,response1disk_3.started,response1disk_3.stopped,response2disk_3.started,response2disk_3.stopped,response3disk_3.started,response3disk_3.stopped,response4disk_3.started,response4disk_3.stopped,response5disk_3.started,response5disk_3.stopped,response6disk_3.started,response6disk_3.stopped,response7disk_3.started,response7disk_3.stopped,response8disk_3.started,response8disk_3.stopped,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,mouse_3.started,mouse_3.stopped,text_26.started,text_26.stopped,rectangle_2.started,rectangle_2.stopped,response1disk_2.started,response1disk_2.stopped,response2disk_2.started,response2disk_2.stopped,response3disk_2.started,response3disk_2.stopped,response4disk_2.started,response4disk_2.stopped,response5disk_2.started,response5disk_2.stopped,response6disk_2.started,response6disk_2.stopped,response7disk_2.started,response7disk_2.stopped,response8disk_2.started,response8disk_2.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,mouse_2.started,mouse_2.stopped,rectangle.started,rectangle.stopped,text_25.started,text_25.stopped,text_24.started,text_24.stopped,participant,session,date,expName,psychopyVersion,frameRate,
6,6,PF,0,0,0,0,68.35088678600732,68.61317654699087,68.35088678600732,None,68.84567546000471,None,68.84567546000471,None,68.84567546000471,None,68.84567546000471,None,68.84567546000471,None,68.84567546000471,None,68.84567546000471,None,68.84567546000471,None,-0.05875,-0.10375,1,0,0,response5disk,0.015223044902086258,None,68.84567546000471,None,68.84567546000471,None,79.63691814179765,None,79.63691814179765,None,79.63691814179765,None,79.63691814179765,None,79.63691814179765,None,79.63691814179765,None,79.63691814179765,None,79.63691814179765,None,-0.05875,-0.10375,1,0,0,response5disk,0.00881730776745826,None,79.63691814179765,None,79.63691814179765,None,79.67032685602317,None,79.67032685602317,None,79.67032685602317,None,79.67032685602317,None,79.67032685602317,None,79.67032685602317,None,79.67032685602317,None,79.67032685602317,None,-0.0175,0.0025,1,0,0,rectangle,0.0014179457211866975,None,79.67032685602317,None,79.67032685602317,None,79.67032685602317,None,,001,2020_Oct_12_1220,Simcolourproject_2stim_asymm_v1,2020.1.2,59.92106658474667,
1,3,PF,0,1,1,1,80.28544871899066,80.53499565500533,80.28544871899066,None,80.78550541901495,None,80.78550541901495,None,80.78550541901495,None,80.78550541901495,None,80.78550541901495,None,80.78550541901495,None,80.78550541901495,None,80.78550541901495,None,0.12375,-0.06375,1,0,0,response3disk,0.0156937938882038,None,80.78550541901495,None,80.78550541901495,None,81.4548147788737,None,81.4548147788737,None,81.4548147788737,None,81.4548147788737,None,81.4548147788737,None,81.4548147788737,None,81.4548147788737,None,81.4548147788737,None,0.12375,-0.06375,1,0,0,response3disk,0.0015233529265969992,None,81.4548147788737,None,81.4548147788737,None,81.48493440001039,None,81.48493440001039,None,81.48493440001039,None,81.48493440001039,None,81.48493440001039,None,81.48493440001039,None,81.48493440001039,None,81.48493440001039,None,0.01125,-0.0225,1,0,0,rectangle,0.008861864800564945,None,81.48493440001039,None,81.48493440001039,None,81.48493440001039,None,,001,2020_Oct_12_1220,Simcolourproject_2stim_asymm_v1,2020.1.2,59.92106658474667,
1,2,FF,0,2,2,2,81.95265557098901,82.20372101600515,81.95265557098901,None,82.45546110998839,None,82.45546110998839,None,82.45546110998839,None,82.45546110998839,None,82.45546110998839,None,82.45546110998839,None,82.45546110998839,None,82.45546110998839,None,-0.0275,0.05875,1,0,0,response7disk,0.01554974785540253,None,82.45546110998839,None,82.45546110998839,None,82.95339847489959,None,82.95339847489959,None,82.95339847489959,None,82.95339847489959,None,82.95339847489959,None,82.95339847489959,None,82.95339847489959,None,82.95339847489959,None,-0.0275,0.05875,1,0,0,response7disk,0.005643333890475333,None,82.95339847489959,None,82.95339847489959,None,82.98624587699305,None,82.98624587699305,None,82.98624587699305,None,82.98624587699305,None,82.98624587699305,None,82.98624587699305,None,82.98624587699305,None,82.98624587699305,None,0.0025,-0.01125,1,0,0,rectangle,0.011731636826880276,None,82.98624587699305,None,82.98624587699305,None,82.98624587699305,None,,001,2020_Oct_12_1220,Simcolourproject_2stim_asymm_v1,2020.1.2,59.92106658474667,
3,8,PF,0,3,3,3,83.4197256959742,83.67058600898599,83.4197256959742,None,83.92157816397958,None,83.92157816397958,None,83.92157816397958,None,83.92157816397958,None,83.92157816397958,None,83.92157816397958,None,83.92157816397958,None,83.92157816397958,None,0.06125,-0.12375,1,0,0,response3disk,0.01540694385766983,None,83.92157816397958,None,83.92157816397958,None,84.52057378791505,None,84.52057378791505,None,84.52057378791505,None,84.52057378791505,None,84.52057378791505,None,84.52057378791505,None,84.52057378791505,None,84.52057378791505,None,0.06125,-0.12375,1,0,0,response3disk,0.004398830933496356,None,84.52057378791505,None,84.52057378791505,None,84.55298297898844,None,84.55298297898844,None,84.55298297898844,None,84.55298297898844,None,84.55298297898844,None,84.55298297898844,None,84.55298297898844,None,84.55298297898844,None,0.01375,-0.01625,1,0,0,rectangle,0.010748760774731636,None,84.55298297898844,None,84.55298297898844,None,84.55298297898844,None,,001,2020_Oct_12_1220,Simcolourproject_2stim_asymm_v1,2020.1.2,59.92106658474667,
3,3,PF,0,4,4,4,84.95716246898519,85.22020720498404,84.95716246898519,None,85.47122602700256,None,85.47122602700256,None,85.47122602700256,None,85.47122602700256,None,85.47122602700256,None,85.47122602700256,None,85.47122602700256,None,85.47122602700256,None,-0.0475,-0.08375,1,0,0,response5disk,0.01577863685088232,None,85.47122602700256,None,85.47122602700256,None,86.12160115886945,None,86.12160115886945,None,86.12160115886945,None,86.12160115886945,None,86.12160115886945,None,86.12160115886945,None,86.12160115886945,None,86.12160115886945,None,-0.0475,-0.08375,1,0,0,response5disk,0.004217624838929623,None,86.12160115886945,None,86.12160115886945,None,86.15417583996896,None,86.15417583996896,None,86.15417583996896,None,86.15417583996896,None,86.15417583996896,None,86.15417583996896,None,86.15417583996896,None,86.15417583996896,None,-0.00375,0.0,1,0,0,rectangle,0.010816383815836161,None,86.15417583996896,None,86.15417583996896,None,86.15417583996896,None,,001,2020_Oct_12_1220,Simcolourproject_2stim_asymm_v1,2020.1.2,59.92106658474667,
6,1,FF,0,5,5,5,86.52068579697516,86.77102678798838,86.52068579697516,None,87.02333454799373,None,87.02333454799373,None,87.02333454799373,None,87.02333454799373,None,87.02333454799373,None,87.02333454799373,None,87.02333454799373,None,87.02333454799373,None,0.045,-0.0775,1,0,0,response3disk,0.015476388856768608,None,87.02333454799373,None,87.02333454799373,None,87.65651100978721,None,87.65651100978721,None,87.65651100978721,None,87.65651100978721,None,87.65651100978721,None,87.65651100978721,None,87.65651100978721,None,87.65651100978721,None,0.045,-0.0775,1,0,0,response3disk,0.012711961753666401,None,87.65651100978721,None,87.65651100978721,None,87.67202517297119,None,87.67202517297119,None,87.67202517297119,None,87.67202517297119,None,87.67202517297119,None,87.67202517297119,None,87.67202517297119,None,87.67202517297119,None,0.02375,-0.0175,1,0,0,rectangle,0.0007692317594774067,None,87.67202517297119,None,87.67202517297119,None,87.67202517297119,None,,001,2020_Oct_12_1220,Simcolourproject_2stim_asymm_v1,2020.1.2,59.92106658474667,
9,8,FF,0,6,6,6,88.37153277097968,88.62240855500568,88.37153277097968,None,88.87239747901913,None,88.87239747901913,None,88.87239747901913,None,88.87239747901913,None,88.87239747901913,None,88.87239747901913,None,88.87239747901913,None,88.87239747901913,None,0.0425,-0.08,1,0,0,response3disk,0.015713844913989305,None,88.87239747901913,None,88.87239747901913,None,89.35544824588578,None,89.35544824588578,None,89.35544824588578,None,89.35544824588578,None,89.35544824588578,None,89.35544824588578,None,89.35544824588578,None,89.35544824588578,None,0.0425,-0.08,1,0,0,response3disk,0.010003954928833991,None,89.35544824588578,None,89.35544824588578,None,89.37245971697848,None,89.37245971697848,None,89.37245971697848,None,89.37245971697848,None,89.37245971697848,None,89.37245971697848,None,89.37245971697848,None,89.37245971697848,None,0.00875,0.00125,1,0,0,rectangle,0.0008088299073278904,None,89.37245971697848,None,89.37245971697848,None,89.37245971697848,None,,001,2020_Oct_12_1220,Simcolourproject_2stim_asymm_v1,2020.1.2,59.92106658474667,
5,7,FF,0,7,7,7,89.72367734496947,89.98930016398663,89.72367734496947,None,90.23962889198447,None,90.23962889198447,None,90.23962889198447,None,90.23962889198447,None,90.23962889198447,None,90.23962889198447,None,90.23962889198447,None,90.23962889198447,None,0.07875,0.02875,1,0,0,response1disk,0.015616036835126579,None,90.23962889198447,None,90.23962889198447,None,90.69022800587118,None,90.69022800587118,None,90.69022800587118,None,90.69022800587118,None,90.69022800587118,None,90.69022800587118,None,90.69022800587118,None,90.69022800587118,None,0.07875,0.02875,1,0,0,response1disk,0.004958054865710437,None,90.69022800587118,None,90.69022800587118,None,90.70827625697711,None,90.70827625697711,None,90.70827625697711,None,90.70827625697711,None,90.70827625697711,None,90.70827625697711,None,90.70827625697711,None,90.70827625697711,None,0.00125,0.00375,1,0,0,rectangle,0.012571646715514362,None,90.70827625697711,None,90.70827625697711,None,90.70827625697711,None,,001,2020_Oct_12_1220,Simcolourproject_2stim_asymm_v1,2020.1.2,59.92106658474667,
5,4,FF,0,8,8,8,91.17758788302308,91.43988240597537,91.17758788302308,None,91.69044714601478,None,91.69044714601478,None,91.69044714601478,None,91.69044714601478,None,91.69044714601478,None,91.69044714601478,None,91.69044714601478,None,91.69044714601478,None,0.09875,0.02875,1,0,0,response1disk,0.015627081971615553,None,91.69044714601478,None,91.69044714601478,None,92.30801278090803,None,92.30801278090803,None,92.30801278090803,None,92.30801278090803,None,92.30801278090803,None,92.30801278090803,None,92.30801278090803,None,92.30801278090803,None,0.09875,0.02875,1,0,0,response1disk,0.003193192882463336,None,92.30801278090803,None,92.30801278090803,None,92.34127817099215,None,92.34127817099215,None,92.34127817099215,None,92.34127817099215,None,92.34127817099215,None,92.34127817099215,None,92.34127817099215,None,92.34127817099215,None,0.02875,-0.0075,1,0,0,rectangle,0.008587868825998157,None,92.34127817099215,None,92.34127817099215,None,92.34127817099215,None,,001,2020_Oct_12_1220,Simcolourproject_2stim_asymm_v1,2020.1.2,59.92106658474667,
2,1,PF,0,9,9,9,92.89333960198564,93.1573634329834,92.89333960198564,None,93.4068876960082,None,93.4068876960082,None,93.4068876960082,None,93.4068876960082,None,93.4068876960082,None,93.4068876960082,None,93.4068876960082,None,93.4068876960082,None,0.06375,-0.145,1,0,0,response3disk,0.015627693908754736,None,93.4068876960082,None,93.4068876960082,None,94.47473388491198,None,94.47473388491198,None,94.47473388491198,None,94.47473388491198,None,94.47473388491198,None,94.47473388491198,None,94.47473388491198,None,94.47473388491198,None,0.06375,-0.145,1,0,0,response3disk,0.005053622939158231,None,94.47473388491198,None,94.47473388491198,None,94.4917400549748,None,94.4917400549748,None,94.4917400549748,None,94.4917400549748,None,94.4917400549748,None,94.4917400549748,None,94.4917400549748,None,94.4917400549748,None,0.01625,-0.0225,1,0,0,rectangle,0.013889240857679397,None,94.4917400549748,None,94.4917400549748,None,94.4917400549748,None,,001,2020_Oct_12_1220,Simcolourproject_2stim_asymm_v1,2020.1.2,59.92106658474667,
7,9,PF,0,10,10,10,95.19496548501775,95.45902815199224,95.19496548501775,None,95.70820355199976,None,95.70820355199976,None,95.70820355199976,None,95.70820355199976,None,95.70820355199976,None,95.70820355199976,None,95.70820355199976,None,95.70820355199976,None,0.0475,-0.10625,1,0,0,response3disk,0.015626651933416724,None,95.70820355199976,None,95.70820355199976,None,101.56380912679015,None,101.56380912679015,None,101.56380912679015,None,101.56380912679015,None,101.56380912679015,None,101.56380912679015,None,101.56380912679015,None,101.56380912679015,None,0.0475,-0.10625,1,0,0,response3disk,0.015783606795594096,None,101.56380912679015,None,101.56380912679015,None,101.57931506901514,None,101.57931506901514,None,101.57931506901514,None,101.57931506901514,None,101.57931506901514,None,101.57931506901514,None,101.57931506901514,None,101.57931506901514,None,0.0075,-0.00375,1,0,0,rectangle,0.002180810843128711,None,101.57931506901514,None,101.57931506901514,None,101.57931506901514,None,,001,2020_Oct_12_1220,Simcolourproject_2stim_asymm_v1,2020.1.2,59.92106658474667,
9,2,FF,0,11,11,11,101.92775592696853,102.17881240899442,101.92775592696853,None,102.42828886100324,None,102.42828886100324,None,102.42828886100324,None,102.42828886100324,None,102.42828886100324,None,102.42828886100324,None,102.42828886100324,None,102.42828886100324,None,0.04625,-0.08375,1,0,0,response3disk,0.015832999895792454,None,102.42828886100324,None,102.42828886100324,None,103.1330575539032,None,103.1330575539032,None,103.1330575539032,None,103.1330575539032,None,103.1330575539032,None,103.1330575539032,None,103.1330575539032,None,103.1330575539032,None,0.04625,-0.08375,1,0,0,response3disk,0.00884292193222791,None,103.1330575539032,None,103.1330575539032,None,103.1632752980222,None,103.1632752980222,None,103.1632752980222,None,103.1632752980222,None,103.1632752980222,None,103.1632752980222,None,103.1632752980222,None,103.1632752980222,None,0.0125,-0.02375,1,0,0,rectangle,0.014813130779657513,None,103.1632752980222,None,103.1632752980222,None,103.1632752980222,None,,001,2020_Oct_12_1220,Simcolourproject_2stim_asymm_v1,2020.1.2,59.92106658474667,
