red_ball1.started,red_ball1.stopped,key_resp_16.keys,key_resp_16.started,key_resp_16.stopped,black_square3.started,black_square3.stopped,text_19.started,text_19.stopped,text_20.started,text_20.stopped,red_ball12.started,red_ball12.stopped,text_21.started,text_21.stopped,text_22.started,text_22.stopped,red_ball13.started,red_ball13.stopped,participant,session,date,expName,psychopyVersion,frameRate,
67.78106565598864,71.94758652499877,None,67.78106565598864,None,,,,,,,,,,,,,,,,001,2020_Oct_09_1033,Simcolourproject_2stim_asymm_v1,2020.1.2,59.85793006875681,
,,,,,67.78106565598864,None,67.78106565598864,71.94758652499877,71.94758652499877,73.11445892398478,73.11445892398478,76.11568409999018,73.11445892398478,None,71.94758652499877,73.11445892398478,76.11568409999018,None,,,,,,,
