welcome.started,welcome.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,space.started,space.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.started,key_resp_9.stopped,intructioncircle_1.started,intructioncircle_1.stopped,instructioncircle_2.started,instructioncircle_2.stopped,instructioncircle_3.started,instructioncircle_3.stopped,instructioncircle_4.started,instructioncircle_4.stopped,instructioncircle_5.started,instructioncircle_5.stopped,insturctioncircle_6.started,insturctioncircle_6.stopped,instructioncircle_7.started,instructioncircle_7.stopped,instructioncircle_8.started,instructioncircle_8.stopped,instructioncircle_9.started,instructioncircle_9.stopped,space_9.started,space_9.stopped,text_9.started,text_9.stopped,participant,session,date,expName,psychopyVersion,frameRate,
62.0606306399859,None,space,1.8673606789961923,62.0606306399859,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Oct_08_1250,Simcolourproject_2stim_asymm_v1,2020.1.2,59.934401559643995,
,,,,,,62.0606306399859,None,space,6.142528002004838,65.92934254498687,None,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Oct_08_1250,Simcolourproject_2stim_asymm_v1,2020.1.2,59.934401559643995,
,,,,,,,,,,,,63.97665910900105,None,63.97665910900105,None,63.97665910900105,None,63.97665910900105,None,63.97665910900105,None,63.97665910900105,None,63.97665910900105,None,63.97665910900105,None,63.97665910900105,None,65.92934254498687,None,63.97665910900105,None,,,,,,,
