welcome.started,welcome.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,space.started,space.stopped,text_1.started,text_1.stopped,space_2.started,space_2.stopped,text_2.started,text_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
69.37471242400352,None,space,1.0271884929970838,69.37471242400352,None,,,,,,,,,,,,,,001,2020_Oct_07_1150,Simcolourproject_2stim_asymm_v1,2020.1.2,60.08917750940935,
,,,,,,69.37471242400352,None,70.44092479499523,None,70.44092479499523,None,70.44092479499523,None,space,0.6249304550001398,70.44092479499523,None,,001,2020_Oct_07_1150,Simcolourproject_2stim_asymm_v1,2020.1.2,60.08917750940935,
