polygon_3.started,polygon_3.stopped,key_resp_16.keys,key_resp_16.rt,key_resp_16.started,key_resp_16.stopped,participant,session,date,expName,psychopyVersion,frameRate,
66.04788546499913,None,space,3.242915625014575,66.04788546499913,None,,001,2020_Oct_09_0925,Simcolourproject_2stim_asymm_v1,2020.1.2,60.18735142997826,
