red_ball1.started,red_ball1.stopped,key_resp_16.keys,key_resp_16.rt,key_resp_16.started,key_resp_16.stopped,participant,session,date,expName,psychopyVersion,frameRate,
66.2018841499812,None,space,61.43062744298368,66.2018841499812,None,,001,2020_Oct_09_0929,Simcolourproject_2stim_asymm_v1,2020.1.2,59.889155470401406,
