welcome.started,welcome.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,space.started,space.stopped,participant,session,date,expName,psychopyVersion,frameRate,
59.76286400601384,None,space,3.5938641669927165,59.76286400601384,None,,,,001,2020_Oct_07_1041,Simcolourproject_2stim_asymm_v1,2020.1.2,59.63882441118971,
,,,,,,59.76286400601384,None,,,,,,,
