red_ball1.started,red_ball1.stopped,key_resp_16.keys,key_resp_16.rt,key_resp_16.started,key_resp_16.stopped,black_square3.started,black_square3.stopped,text_19.started,text_19.stopped,text_20.started,text_20.stopped,red_ball12.started,red_ball12.stopped,text_21.started,text_21.stopped,text_22.started,text_22.stopped,participant,session,date,expName,psychopyVersion,frameRate,
71.58149272098672,79.43883198397816,space,14.96380414700252,71.58149272098672,None,,,,,,,,,,,,,,001,2020_Oct_09_1016,Simcolourproject_2stim_asymm_v1,2020.1.2,30.408173382199998,
,,,,,,71.58149272098672,None,71.58149272098672,79.43883198397816,79.43883198397816,81.65186755699688,81.65186755699688,None,81.65186755699688,None,79.43883198397816,81.65186755699688,,,,,,,
