Colour_1,Colour_2,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Circle_1.started,Circle_1.stopped,centre_cross4.started,centre_cross4.stopped,response1disk.started,response1disk.stopped,response2disk.started,response2disk.stopped,response3disk.started,response3disk.stopped,response4disk.started,response4disk.stopped,response5disk.started,response5disk.stopped,response6disk.started,response6disk.stopped,response7disk.started,response7disk.stopped,response8disk.started,response8disk.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,mouse.started,mouse.stopped,Circle_2.started,Circle_2.stopped,response1disk_2.started,response1disk_2.stopped,response2disk_2.started,response2disk_2.stopped,response3disk_2.started,response3disk_2.stopped,response4disk_2.started,response4disk_2.stopped,response5disk_2.started,response5disk_2.stopped,response6disk_2.started,response6disk_2.stopped,response7disk_2.started,response7disk_2.stopped,response8disk_2.started,response8disk_2.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,mouse_2.started,mouse_2.stopped,rectangle.started,rectangle.stopped,participant,session,date,expName,psychopyVersion,frameRate,
"(255,170,0)","(255,170,0)",0,0,0,1,68.32721071399283,68.5773089780123,68.32721071399283,None,68.82713680600864,None,68.82713680600864,None,68.82713680600864,None,68.82713680600864,None,68.82713680600864,None,68.82713680600864,None,68.82713680600864,None,68.82713680600864,None,0.04125,-0.1225,1,0,0,response3disk,0.015174435800872743,None,68.82713680600864,None,70.37799745201482,None,70.37799745201482,None,70.37799745201482,None,70.37799745201482,None,70.37799745201482,None,70.37799745201482,None,70.37799745201482,None,70.37799745201482,None,0.00875,-0.00625,1,0,0,rectangle,0.004360869788797572,None,70.37799745201482,None,,001,2020_Oct_09_1647,Simcolourproject_2stim_asymm_v1,2020.1.2,59.95472195390758,
,,,,,,71.11212270101532,71.36209613300161,71.11212270101532,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
