Colour_2,similarity,response_time,response1disk_5.started,response1disk_5.stopped,response2disk_5.started,response2disk_5.stopped,response3disk_5.started,response3disk_5.stopped,response4disk_5.started,response4disk_5.stopped,response5disk_5.started,response5disk_5.stopped,response6disk_5.started,response6disk_5.stopped,response7disk_5.started,response7disk_5.stopped,response8disk_5.started,response8disk_5.stopped,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.clicked_name,mouse_5.started,mouse_5.stopped,Circle_3.started,Circle_3.stopped,text_29.started,text_29.stopped,participant,session,date,expName,psychopyVersion,frameRate,
5,7,4.206206429000304,160.48516483099957,None,160.48516483099957,None,160.48516483099957,None,160.48516483099957,None,160.48516483099957,None,160.48516483099957,None,160.48516483099957,None,160.48516483099957,None,0.0953125,0.1825,1,0,0,response1disk_5,0.012209040105517488,None,,,,,,001,2020_Oct_29_1533,Simcolourproject_2stim_asymm_good,2020.1.2,59.92604778221709,
,,,,,,,,,,,,,,,,,,,,,,,,,,,160.48516483099957,None,160.48516483099957,None,,,,,,,
