stim1.started,stim1.stopped,key_resp_14.keys,key_resp_14.rt,key_resp_14.started,key_resp_14.stopped,space_13.started,space_13.stopped,text_16.started,text_16.stopped,participant,session,date,expName,psychopyVersion,frameRate,
62.3612135410076,None,space,8.573242135025794,2.0039969138160814,None,,,,,,001,2020_Oct_09_0854,Simcolourproject_2stim_asymm_v1,2020.1.2,59.7773058636312,
,,,,,,64.32669159400393,None,62.3612135410076,None,,,,,,,
