red_ball1.started,red_ball1.stopped,key_resp_16.keys,key_resp_16.started,key_resp_16.stopped,black_square3.started,black_square3.stopped,text_19.started,text_19.stopped,text_20.started,text_20.stopped,red_ball12.started,red_ball12.stopped,text_21.started,text_21.stopped,text_22.started,text_22.stopped,red_ball13.started,red_ball13.stopped,participant,session,date,expName,psychopyVersion,frameRate,
67.38841011398472,71.56094793899683,None,67.38841011398472,None,,,,,,,,,,,,,,,,001,2020_Oct_09_1039,Simcolourproject_2stim_asymm_v1,2020.1.2,60.105115078125216,
,,,,,67.38841011398472,None,67.38841011398472,71.56094793899683,71.56094793899683,72.72835568198934,72.72835568198934,75.7291324659891,72.72835568198934,None,71.56094793899683,72.72835568198934,75.7291324659891,None,,,,,,,
