Colour_1,Colour_2,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Circle_1.started,Circle_1.stopped,centre_cross4.started,centre_cross4.stopped,response1disk.started,response1disk.stopped,response2disk.started,response2disk.stopped,response3disk.started,response3disk.stopped,response4disk.started,response4disk.stopped,response5disk.started,response5disk.stopped,response6disk.started,response6disk.stopped,response7disk.started,response7disk.stopped,response8disk.started,response8disk.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,mouse.started,mouse.stopped,Circle_2.started,Circle_2.stopped,response1disk_2.started,response1disk_2.stopped,response2disk_2.started,response2disk_2.stopped,response3disk_2.started,response3disk_2.stopped,response4disk_2.started,response4disk_2.stopped,response5disk_2.started,response5disk_2.stopped,response6disk_2.started,response6disk_2.stopped,response7disk_2.started,response7disk_2.stopped,response8disk_2.started,response8disk_2.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,mouse_2.started,mouse_2.stopped,rectangle.started,rectangle.stopped,participant,session,date,expName,psychopyVersion,frameRate,
"(255,0,170)","(255,0,170)",0,0,0,6,63.66467114799889,63.9282799270004,63.66467114799889,None,64.16151387698483,None,64.16151387698483,None,64.16151387698483,None,64.16151387698483,None,64.16151387698483,None,64.16151387698483,None,64.16151387698483,None,64.16151387698483,None,-0.055,-0.1125,1,0,0,response5disk,0.015197454777080566,None,64.16151387698483,None,66.71301048598252,None,66.71301048598252,None,66.71301048598252,None,66.71301048598252,None,66.71301048598252,None,66.71301048598252,None,66.71301048598252,None,66.71301048598252,None,0.0125,0.0175,1,0,0,rectangle,0.005431761790532619,None,66.71301048598252,None,,001,2020_Oct_10_1013,Simcolourproject_2stim_asymm_v1,2020.1.2,60.17376607412591,
"(0,0,255)","(0,0,255)",0,1,1,4,67.66295499599073,67.91380065100384,67.66295499599073,None,68.16595396699267,None,68.16595396699267,None,68.16595396699267,None,68.16595396699267,None,68.16595396699267,None,68.16595396699267,None,68.16595396699267,None,68.16595396699267,None,-0.03875,-0.10875,1,0,0,response5disk,0.015824391768546775,None,68.16595396699267,None,69.89801669298322,None,69.89801669298322,None,69.89801669298322,None,69.89801669298322,None,69.89801669298322,None,69.89801669298322,None,69.89801669298322,None,69.89801669298322,None,0.0,0.01,1,0,0,rectangle,0.008670579787576571,None,69.89801669298322,None,,001,2020_Oct_10_1013,Simcolourproject_2stim_asymm_v1,2020.1.2,60.17376607412591,
,,,,,,70.3356436159811,70.59850414600805,70.3356436159811,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
