welcome.started,welcome.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,space.started,space.stopped,participant,session,date,expName,psychopyVersion,frameRate,
59.750165984005434,None,space,2.850474556995323,59.750165984005434,None,,,,001,2020_Oct_07_1556,Simcolourproject_2stim_asymm_v1,2020.1.2,59.84185043584744,
,,,,,,59.750165984005434,None,,,,,,,
