stim1.started,stim1.stopped,key_resp_14.keys,key_resp_14.rt,key_resp_14.started,key_resp_14.stopped,participant,session,date,expName,psychopyVersion,frameRate,
105.46495563100325,106.47672983500524,space,9.791370083985385,105.46495563100325,None,,001,2020_Oct_08_1528,Simcolourproject_2stim_asymm_v1,2020.1.2,59.95897966610664,
