stim1.started,stim1.stopped,key_resp_14.keys,key_resp_14.rt,key_resp_14.started,key_resp_14.stopped,space_13.started,space_13.stopped,text_16.started,text_16.stopped,participant,session,date,expName,psychopyVersion,frameRate,
61.99978850199841,None,space,14.997884927986888,2.0014809783897363,None,,,,,,001,2020_Oct_09_0852,Simcolourproject_2stim_asymm_v1,2020.1.2,60.039232033265016,
,,,,,,63.95887500801473,None,61.99978850199841,None,,,,,,,
