welcome.started,welcome.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,space.started,space.stopped,text_1.started,text_1.stopped,space_2.started,space_2.stopped,text_2.started,text_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,movie.started,movie.stopped,text.started,text.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
61.746718144015176,None,space,1.5026082450058311,61.746718144015176,None,,,,,,,,,,,,,,,,,,,,,,001,2020_Oct_07_1114,Simcolourproject_2stim_asymm_v1,2020.1.2,59.93283686779383,
,,,,,,61.746718144015176,None,63.295762885012664,None,63.295762885012664,None,63.295762885012664,None,space,0.665645757020684,63.295762885012664,None,,,,,,,,,,001,2020_Oct_07_1114,Simcolourproject_2stim_asymm_v1,2020.1.2,59.93283686779383,
,,,,,,,,,,,,,,,,,,63.981078306998825,None,63.981078306998825,None,space,4.932177593989763,63.981078306998825,None,,001,2020_Oct_07_1114,Simcolourproject_2stim_asymm_v1,2020.1.2,59.93283686779383,
