red_ball1.started,red_ball1.stopped,key_resp_16.keys,key_resp_16.rt,key_resp_16.started,key_resp_16.stopped,black_square3.started,black_square3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
64.5469451060053,None,space,10.325020899996161,64.5469451060053,None,,,,001,2020_Oct_09_0955,Simcolourproject_2stim_asymm_v1,2020.1.2,59.83090839865312,
,,,,,,64.5469451060053,None,,,,,,,
