key_resp_12.keys,key_resp_12.rt,key_resp_12.started,key_resp_12.stopped,space_11.started,space_11.stopped,instr_only_5.started,instr_only_5.stopped,text_13.started,text_13.stopped,center_cross_3.started,center_cross_3.stopped,polygon_2.started,polygon_2.stopped,text_14.started,text_14.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.started,key_resp_11.stopped,space_8.started,space_8.stopped,instr_only_4.started,instr_only_4.stopped,text_11.started,text_11.stopped,center_cross_2.started,center_cross_2.stopped,polygon.started,polygon.stopped,text_12.started,text_12.stopped,red_ball.started,red_ball.stopped,participant,session,date,expName,psychopyVersion,frameRate,
space,0.9126274800219107,63.09646946997964,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Oct_08_1514,Simcolourproject_2stim_asymm_v1,2020.1.2,59.84139886536497,
,,,,63.09646946997964,None,61.13071954098996,None,61.13071954098996,None,61.13071954098996,None,61.13071954098996,None,61.13071954098996,None,space,6.147481763007818,65.99766771699069,None,,,,,,,,,,,,,,,,001,2020_Oct_08_1514,Simcolourproject_2stim_asymm_v1,2020.1.2,59.84139886536497,
,,,,,,,,,,,,,,,,,,,,65.99766771699069,None,64.04622145998292,None,64.04622145998292,None,64.04622145998292,None,64.04622145998292,None,64.04622145998292,None,64.04622145998292,None,,,,,,,
